"Name","aug.run_delete_w_exclusions","aug.run_random_delete","aug.run_random_duplicate","aug.run_random_insert_conj","aug.run_tam_update","eval/loss (Max)","stage (Max)","test/BLEU (Max)","test/chrF (Max)","test/loss (Max)","test/model_preparation_time (Max)","test/runtime (Max)","test/samples_per_second (Max)","test/steps_per_second (Max)","test_BLEU (Max)","test_chrF (Max)","test_loss (Max)","test_model_preparation_time (Max)","test_runtime (Max)","test_samples_per_second (Max)","test_steps_per_second (Max)","train/loss (Max)","eval/loss (Min)","stage (Min)","test/BLEU (Min)","test/chrF (Min)","test/loss (Min)","test/model_preparation_time (Min)","test/runtime (Min)","test/samples_per_second (Min)","test/steps_per_second (Min)","test_BLEU (Min)","test_chrF (Min)","test_loss (Min)","test_model_preparation_time (Min)","test_runtime (Min)","test_samples_per_second (Min)","test_steps_per_second (Min)","train/loss (Min)","_name_or_path","accelerator_config.even_batches","accelerator_config.non_blocking","accelerator_config.split_batches","accelerator_config.use_seedable_sampler","adafactor","adam_beta1","adam_beta2","adam_epsilon","add_cross_attention","architectures","auto_find_batch_size","batch_eval_metrics","bf16","bf16_full_eval","chunk_size_feed_forward","classifier_dropout","d_ff","d_kv","d_model","dataloader_drop_last","dataloader_num_workers","dataloader_persistent_workers","dataloader_pin_memory","ddp_timeout","debug","decoder_start_token_id","dense_act_fn","direction","disable_tqdm","diversity_penalty","do_eval","do_predict","do_sample","do_train","dropout_rate","early_stopping","encoder_no_repeat_ngram_size","eos_token_id","epochs","eval_delay","eval_do_concat_batches","eval_on_start","eval_strategy","eval_use_gather_object","feed_forward_proj","fp16","fp16_backend","fp16_full_eval","fp16_opt_level","fsdp","fsdp_config.min_num_params","fsdp_config.xla","fsdp_config.xla_fsdp_grad_ckpt","fsdp_config.xla_fsdp_v2","fsdp_min_num_params","full_determinism","generation_max_length","gradient_accumulation_steps","gradient_checkpointing","group_by_length","half_precision_backend","hub_always_push","hub_private_repo","hub_strategy","hub_token","id2label.0","id2label.1","ignore_data_skip","include_inputs_for_metrics","include_num_input_tokens_seen","include_tokens_per_second","initializer_factor","is_decoder","is_encoder_decoder","is_gated_act","jit_mode_eval","label2id.LABEL_0","label2id.LABEL_1","label_smoothing_factor","layer_norm_epsilon","learning_rate","length_column_name","length_penalty","load_best_model_at_end","local_rank","log_level","log_level_replica","log_on_each_node","logging_dir","logging_first_step","logging_nan_inf_filter","logging_steps","logging_strategy","lr_scheduler_type","max_grad_norm","max_length","max_steps","min_length","model/num_parameters","model_type","mp_parameters","no_cuda","no_repeat_ngram_size","num_beam_groups","num_beams","num_decoder_layers","num_heads","num_layers","num_return_sequences","num_train_epochs","optim","output_attentions","output_dir","output_hidden_states","output_scores","overwrite_output_dir","pad_token_id","past_index","per_device_eval_batch_size","per_device_train_batch_size","predict_with_generate","prediction_loss_only","push_to_hub","push_to_hub_token","random-seed","ray_scope","relative_attention_max_distance","relative_attention_num_buckets","remove_invalid_values","remove_unused_columns","repetition_penalty","report_to","reset_optimizer_between_stages","restore_callback_states_from_checkpoint","return_dict","return_dict_in_generate","run_name","save_on_each_node","save_only_model","save_safetensors","save_steps","save_strategy","seed","skip_memory_metrics","sortish_sampler","temperature","tf_legacy_loss","tie_encoder_decoder","tie_word_embeddings","tokenizer_class","top_k","top_p","torch_compile","torchscript","tpu_metrics_debug","training_schedule","training_size","transformers_version","typical_p","use_bfloat16","use_cache","use_cpu","use_ipex","use_legacy_prediction_loop","use_mps_device","vocab_size","warmup_ratio","warmup_steps","weight_decay","Commit","Created","Description","Runtime","GitHub","Group","End Time","Hostname","Job Type","ID","Notes","GPU Type","GPU Count","State","Sweep","Updated","User","eval/loss","stage","test/BLEU","test/chrF","test/loss","test/model_preparation_time","test/runtime","test/samples_per_second","test/steps_per_second","test_BLEU","test_chrF","test_loss","test_model_preparation_time","test_runtime","test_samples_per_second","test_steps_per_second","train/loss","Tags"
"twilight-cherry-660","true","true","false","true","true","5.5226180712382","1","0.32338857428867174","13.951337298620803","5.1307878494262695","0.0046","129.1265","8.24","1.03","0.32338857428867174","13.951337298620803","5.1307878494262695","0.0046","129.1265","8.24","1.03","4.364615440368652","1.7264811754226683","0","0.32338857428867174","13.951337298620803","5.1307878494262695","0.0046","129.1265","8.24","1.03","0.32338857428867174","13.951337298620803","5.1307878494262695","0.0046","129.1265","8.24","1.03","0.0004863200447289273","google/byt5-small","true","false","false","true","false","0.9","0.999","1e-8","false","[""T5ForConditionalGeneration""]","false","false","false","false","0","0","3584","64","1472","false","0","false","true","1800","[]","0","gelu_new","usp->esp","false","0","false","false","false","false","0.1","false","0","1","250","0","true","false","no","false","gated-gelu","false","auto","false","O1","[]","0","false","false","false","0","false","1024","1","false","false","auto","false","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","false","false","false","1","false","true","true","false","0","1","0","0.000001","0.00005","length","1","false","0","passive","warning","true","/scratch/alpine/migi8081/augmorph/runs/Nov13_09-07-40_bgpu-curc2.rc.int.colorado.edu","false","true","500","steps","linear","1","20","-1","0","299637760","t5","","false","0","1","1","4","6","12","1","3","adamw_torch","false","/scratch/alpine/migi8081/augmorph/","false","false","false","0","-1","8","8","true","false","false","<PUSH_TO_HUB_TOKEN>","2","last","128","32","false","true","1","[""comet_ml"",""neptune"",""wandb""]","true","false","true","false","/scratch/alpine/migi8081/augmorph/","false","false","true","500","steps","42","true","false","1","false","false","false","ByT5Tokenizer","50","1","false","false","false","curriculum","50","4.44.2","1","false","true","false","false","false","false","384","0","0","0","93fdb6d4599cbcb36cac203a4df40df6ebc08ff6","2024-11-13T15:42:38.000Z","","1711","https://github.com/lecs-lab/augmorph/tree/93fdb6d4599cbcb36cac203a4df40df6ebc08ff6","","2024-11-13T16:11:09.000Z","bgpu-curc2.rc.int.colorado.edu","","kcag7no8","-","NVIDIA A100-PCIE-40GB","1","finished","","2024-11-13T16:11:09.000Z","","5.2354768435160315","1","0.32338857428867174","13.951337298620803","5.1307878494262695","0.0046","129.1265","8.24","1.03","0.32338857428867174","13.951337298620803","5.1307878494262695","0.0046","129.1265","8.24","1.03","0.001703190617263317",""
"likely-glade-659","true","true","false","true","true","5.44393097559611","1","0.16161150106605873","15.624423079168087","5.1563544273376465","0.0045","83.7544","12.704","1.588","0.16161150106605873","15.624423079168087","5.1563544273376465","0.0045","83.7544","12.704","1.588","4.259369850158691","1.6996471405029296","0","0.16161150106605873","15.624423079168087","5.1563544273376465","0.0045","83.7544","12.704","1.588","0.16161150106605873","15.624423079168087","5.1563544273376465","0.0045","83.7544","12.704","1.588","0.000516995438374579","google/byt5-small","true","false","false","true","false","0.9","0.999","1e-8","false","[""T5ForConditionalGeneration""]","false","false","false","false","0","0","3584","64","1472","false","0","false","true","1800","[]","0","gelu_new","usp->esp","false","0","false","false","false","false","0.1","false","0","1","250","0","true","false","no","false","gated-gelu","false","auto","false","O1","[]","0","false","false","false","0","false","1024","1","false","false","auto","false","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","false","false","false","1","false","true","true","false","0","1","0","0.000001","0.00005","length","1","false","0","passive","warning","true","/scratch/alpine/migi8081/augmorph/runs/Nov13_08-40-35_bgpu-curc2.rc.int.colorado.edu","false","true","500","steps","linear","1","20","-1","0","299637760","t5","","false","0","1","1","4","6","12","1","3","adamw_torch","false","/scratch/alpine/migi8081/augmorph/","false","false","false","0","-1","8","8","true","false","false","<PUSH_TO_HUB_TOKEN>","1","last","128","32","false","true","1","[""comet_ml"",""neptune"",""wandb""]","true","false","true","false","/scratch/alpine/migi8081/augmorph/","false","false","true","500","steps","42","true","false","1","false","false","false","ByT5Tokenizer","50","1","false","false","false","curriculum","50","4.44.2","1","false","true","false","false","false","false","384","0","0","0","93fdb6d4599cbcb36cac203a4df40df6ebc08ff6","2024-11-13T15:14:28.000Z","","1679","https://github.com/lecs-lab/augmorph/tree/93fdb6d4599cbcb36cac203a4df40df6ebc08ff6","","2024-11-13T15:42:27.000Z","bgpu-curc2.rc.int.colorado.edu","","ut1n8fu5","-","NVIDIA A100-PCIE-40GB","1","finished","","2024-11-13T15:42:27.000Z","","5.2875816345214846","1","0.16161150106605873","15.624423079168087","5.1563544273376465","0.0045","83.7544","12.704","1.588","0.16161150106605873","15.624423079168087","5.1563544273376465","0.0045","83.7544","12.704","1.588","0.0006482128519564867",""
"pleasant-music-658","true","true","false","true","true","5.392693932851156","1","0.6082308867644399","15.644044789866744","5.1074137687683105","0.0047","71.2141","14.941","1.868","0.6082308867644399","15.644044789866744","5.1074137687683105","0.0047","71.2141","14.941","1.868","4.174158096313477","1.5719417969385785","0","0.6082308867644399","15.644044789866744","5.1074137687683105","0.0047","71.2141","14.941","1.868","0.6082308867644399","15.644044789866744","5.1074137687683105","0.0047","71.2141","14.941","1.868","0.0004514262109296397","google/byt5-small","true","false","false","true","false","0.9","0.999","1e-8","false","[""T5ForConditionalGeneration""]","false","false","false","false","0","0","3584","64","1472","false","0","false","true","1800","[]","0","gelu_new","usp->esp","false","0","false","false","false","false","0.1","false","0","1","250","0","true","false","no","false","gated-gelu","false","auto","false","O1","[]","0","false","false","false","0","false","1024","1","false","false","auto","false","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","false","false","false","1","false","true","true","false","0","1","0","0.000001","0.00005","length","1","false","0","passive","warning","true","/scratch/alpine/migi8081/augmorph/runs/Nov13_08-12-36_bgpu-curc2.rc.int.colorado.edu","false","true","500","steps","linear","1","20","-1","0","299637760","t5","","false","0","1","1","4","6","12","1","3","adamw_torch","false","/scratch/alpine/migi8081/augmorph/","false","false","false","0","-1","8","8","true","false","false","<PUSH_TO_HUB_TOKEN>","0","last","128","32","false","true","1","[""comet_ml"",""neptune"",""wandb""]","true","false","true","false","/scratch/alpine/migi8081/augmorph/","false","false","true","500","steps","42","true","false","1","false","false","false","ByT5Tokenizer","50","1","false","false","false","curriculum","50","4.44.2","1","false","true","false","false","false","false","384","0","0","0","93fdb6d4599cbcb36cac203a4df40df6ebc08ff6","2024-11-13T14:47:18.000Z","","1614","https://github.com/lecs-lab/augmorph/tree/93fdb6d4599cbcb36cac203a4df40df6ebc08ff6","","2024-11-13T15:14:12.000Z","bgpu-curc2.rc.int.colorado.edu","","fhzjkq0f","-","NVIDIA A100-PCIE-40GB","1","finished","","2024-11-13T15:14:12.000Z","","5.228840605417887","1","0.6082308867644399","15.644044789866744","5.1074137687683105","0.0047","71.2141","14.941","1.868","0.6082308867644399","15.644044789866744","5.1074137687683105","0.0047","71.2141","14.941","1.868","0.0018184586660936477",""
"stoic-butterfly-657","true","true","false","false","true","1.333315165837606","1","13.24508940583094","38.895907520212184","0.6410539746284485","0.0048","67.2369","15.825","1.978","13.24508940583094","38.895907520212184","0.6410539746284485","0.0048","67.2369","15.825","1.978","4.224796295166016","0.6528500318527222","0","13.24508940583094","38.895907520212184","0.6410539746284485","0.0048","67.2369","15.825","1.978","13.24508940583094","38.895907520212184","0.6410539746284485","0.0048","67.2369","15.825","1.978","0.7124410748481751","google/byt5-small","true","false","false","true","false","0.9","0.999","1e-8","false","[""T5ForConditionalGeneration""]","false","false","false","false","0","0","3584","64","1472","false","0","false","true","1800","[]","0","gelu_new","usp->esp","false","0","false","false","false","false","0.1","false","0","1","250","0","true","false","no","false","gated-gelu","false","auto","false","O1","[]","0","false","false","false","0","false","1024","1","false","false","auto","false","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","false","false","false","1","false","true","true","false","0","1","0","0.000001","0.00005","length","1","false","0","passive","warning","true","/scratch/alpine/migi8081/augmorph/runs/Nov13_07-45-29_bgpu-curc2.rc.int.colorado.edu","false","true","500","steps","linear","1","20","-1","0","299637760","t5","","false","0","1","1","4","6","12","1","3","adamw_torch","false","/scratch/alpine/migi8081/augmorph/","false","false","false","0","-1","8","8","true","false","false","<PUSH_TO_HUB_TOKEN>","2","last","128","32","false","true","1","[""comet_ml"",""neptune"",""wandb""]","true","false","true","false","/scratch/alpine/migi8081/augmorph/","false","false","true","500","steps","42","true","false","1","false","false","false","ByT5Tokenizer","50","1","false","false","false","curriculum","full","4.44.2","1","false","true","false","false","false","false","384","0","0","0","93fdb6d4599cbcb36cac203a4df40df6ebc08ff6","2024-11-13T14:29:17.000Z","","1070","https://github.com/lecs-lab/augmorph/tree/93fdb6d4599cbcb36cac203a4df40df6ebc08ff6","","2024-11-13T14:47:07.000Z","bgpu-curc2.rc.int.colorado.edu","","zauuup54","-","NVIDIA A100-PCIE-40GB","1","finished","","2024-11-13T14:47:07.000Z","","0.6528500318527222","1","13.24508940583094","38.895907520212184","0.6410539746284485","0.0048","67.2369","15.825","1.978","13.24508940583094","38.895907520212184","0.6410539746284485","0.0048","67.2369","15.825","1.978","0.7352186313105954",""
"earnest-sunset-656","true","true","false","false","true","1.3437710046768188","1","10.279557997376283","37.07901752698843","0.6541040539741516","0.0046","126.9806","8.379","1.047","10.279557997376283","37.07901752698843","0.6541040539741516","0.0046","126.9806","8.379","1.047","4.306745529174805","0.6327941636244456","0","10.279557997376283","37.07901752698843","0.6541040539741516","0.0046","126.9806","8.379","1.047","10.279557997376283","37.07901752698843","0.6541040539741516","0.0046","126.9806","8.379","1.047","0.7205111583073934","google/byt5-small","true","false","false","true","false","0.9","0.999","1e-8","false","[""T5ForConditionalGeneration""]","false","false","false","false","0","0","3584","64","1472","false","0","false","true","1800","[]","0","gelu_new","usp->esp","false","0","false","false","false","false","0.1","false","0","1","250","0","true","false","no","false","gated-gelu","false","auto","false","O1","[]","0","false","false","false","0","false","1024","1","false","false","auto","false","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","false","false","false","1","false","true","true","false","0","1","0","0.000001","0.00005","length","1","false","0","passive","warning","true","/scratch/alpine/migi8081/augmorph/runs/Nov13_07-25-42_bgpu-curc2.rc.int.colorado.edu","false","true","500","steps","linear","1","20","-1","0","299637760","t5","","false","0","1","1","4","6","12","1","3","adamw_torch","false","/scratch/alpine/migi8081/augmorph/","false","false","false","0","-1","8","8","true","false","false","<PUSH_TO_HUB_TOKEN>","1","last","128","32","false","true","1","[""comet_ml"",""neptune"",""wandb""]","true","false","true","false","/scratch/alpine/migi8081/augmorph/","false","false","true","500","steps","42","true","false","1","false","false","false","ByT5Tokenizer","50","1","false","false","false","curriculum","full","4.44.2","1","false","true","false","false","false","false","384","0","0","0","93fdb6d4599cbcb36cac203a4df40df6ebc08ff6","2024-11-13T14:09:25.000Z","","1181","https://github.com/lecs-lab/augmorph/tree/93fdb6d4599cbcb36cac203a4df40df6ebc08ff6","","2024-11-13T14:29:06.000Z","bgpu-curc2.rc.int.colorado.edu","","j8xzodwd","-","NVIDIA A100-PCIE-40GB","1","finished","","2024-11-13T14:29:06.000Z","","0.6327941636244456","1","10.279557997376283","37.07901752698843","0.6541040539741516","0.0046","126.9806","8.379","1.047","10.279557997376283","37.07901752698843","0.6541040539741516","0.0046","126.9806","8.379","1.047","0.746256568779548",""
"laced-wave-655","true","true","false","false","true","1.3300404707590738","1","12.867218825910893","39.0954858422369","0.6440755724906921","0.0046","121.5732","8.752","1.094","12.867218825910893","39.0954858422369","0.6440755724906921","0.0046","121.5732","8.752","1.094","4.293563365936279","0.6230388879776001","0","12.867218825910893","39.0954858422369","0.6440755724906921","0.0046","121.5732","8.752","1.094","12.867218825910893","39.0954858422369","0.6440755724906921","0.0046","121.5732","8.752","1.094","0.7337071460189549","google/byt5-small","true","false","false","true","false","0.9","0.999","1e-8","false","[""T5ForConditionalGeneration""]","false","false","false","false","0","0","3584","64","1472","false","0","false","true","1800","[]","0","gelu_new","usp->esp","false","0","false","false","false","false","0.1","false","0","1","250","0","true","false","no","false","gated-gelu","false","auto","false","O1","[]","0","false","false","false","0","false","1024","1","false","false","auto","false","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","false","false","false","1","false","true","true","false","0","1","0","0.000001","0.00005","length","1","false","0","passive","warning","true","/scratch/alpine/migi8081/augmorph/runs/Nov13_07-05-52_bgpu-curc2.rc.int.colorado.edu","false","true","500","steps","linear","1","20","-1","0","299637760","t5","","false","0","1","1","4","6","12","1","3","adamw_torch","false","/scratch/alpine/migi8081/augmorph/","false","false","false","0","-1","8","8","true","false","false","<PUSH_TO_HUB_TOKEN>","0","last","128","32","false","true","1","[""comet_ml"",""neptune"",""wandb""]","true","false","true","false","/scratch/alpine/migi8081/augmorph/","false","false","true","500","steps","42","true","false","1","false","false","false","ByT5Tokenizer","50","1","false","false","false","curriculum","full","4.44.2","1","false","true","false","false","false","false","384","0","0","0","93fdb6d4599cbcb36cac203a4df40df6ebc08ff6","2024-11-13T13:49:37.000Z","","1173","https://github.com/lecs-lab/augmorph/tree/93fdb6d4599cbcb36cac203a4df40df6ebc08ff6","","2024-11-13T14:09:10.000Z","bgpu-curc2.rc.int.colorado.edu","","8rpktmvk","-","NVIDIA A100-PCIE-40GB","1","finished","","2024-11-13T14:09:10.000Z","","0.6230388879776001","1","12.867218825910893","39.0954858422369","0.6440755724906921","0.0046","121.5732","8.752","1.094","12.867218825910893","39.0954858422369","0.6440755724906921","0.0046","121.5732","8.752","1.094","0.7337425024145179",""
"dauntless-snowball-654","true","true","false","false","true","1.6306048472722372","1","12.069571294104287","37.46733620242357","0.6920104026794434","0.0046","66.8569","15.915","1.989","12.069571294104287","37.46733620242357","0.6920104026794434","0.0046","66.8569","15.915","1.989","4.232793807983398","0.696078344186147","0","12.069571294104287","37.46733620242357","0.6920104026794434","0.0046","66.8569","15.915","1.989","12.069571294104287","37.46733620242357","0.6920104026794434","0.0046","66.8569","15.915","1.989","0.6785862944342873","google/byt5-small","true","false","false","true","false","0.9","0.999","1e-8","false","[""T5ForConditionalGeneration""]","false","false","false","false","0","0","3584","64","1472","false","0","false","true","1800","[]","0","gelu_new","usp->esp","false","0","false","false","false","false","0.1","false","0","1","250","0","true","false","no","false","gated-gelu","false","auto","false","O1","[]","0","false","false","false","0","false","1024","1","false","false","auto","false","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","false","false","false","1","false","true","true","false","0","1","0","0.000001","0.00005","length","1","false","0","passive","warning","true","/scratch/alpine/migi8081/augmorph/runs/Nov13_06-47-48_bgpu-curc2.rc.int.colorado.edu","false","true","500","steps","linear","1","20","-1","0","299637760","t5","","false","0","1","1","4","6","12","1","3","adamw_torch","false","/scratch/alpine/migi8081/augmorph/","false","false","false","0","-1","8","8","true","false","false","<PUSH_TO_HUB_TOKEN>","2","last","128","32","false","true","1","[""comet_ml"",""neptune"",""wandb""]","true","false","true","false","/scratch/alpine/migi8081/augmorph/","false","false","true","500","steps","42","true","false","1","false","false","false","ByT5Tokenizer","50","1","false","false","false","curriculum","5000","4.44.2","1","false","true","false","false","false","false","384","0","0","0","93fdb6d4599cbcb36cac203a4df40df6ebc08ff6","2024-11-13T13:34:02.000Z","","923","https://github.com/lecs-lab/augmorph/tree/93fdb6d4599cbcb36cac203a4df40df6ebc08ff6","","2024-11-13T13:49:25.000Z","bgpu-curc2.rc.int.colorado.edu","","c75ydnyi","-","NVIDIA A100-PCIE-40GB","1","finished","","2024-11-13T13:49:25.000Z","","0.696078344186147","1","12.069571294104287","37.46733620242357","0.6920104026794434","0.0046","66.8569","15.915","1.989","12.069571294104287","37.46733620242357","0.6920104026794434","0.0046","66.8569","15.915","1.989","0.6798705500468873",""
"fresh-shadow-653","true","true","false","false","true","1.561638347307841","1","11.933787638370108","37.06852319930342","0.7118110060691833","0.0045","65.6371","16.21","2.026","11.933787638370108","37.06852319930342","0.7118110060691833","0.0045","65.6371","16.21","2.026","4.1136040687561035","0.6665722290674846","0","11.933787638370108","37.06852319930342","0.7118110060691833","0.0045","65.6371","16.21","2.026","11.933787638370108","37.06852319930342","0.7118110060691833","0.0045","65.6371","16.21","2.026","0.5739045739173889","google/byt5-small","true","false","false","true","false","0.9","0.999","1e-8","false","[""T5ForConditionalGeneration""]","false","false","false","false","0","0","3584","64","1472","false","0","false","true","1800","[]","0","gelu_new","usp->esp","false","0","false","false","false","false","0.1","false","0","1","250","0","true","false","no","false","gated-gelu","false","auto","false","O1","[]","0","false","false","false","0","false","1024","1","false","false","auto","false","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","false","false","false","1","false","true","true","false","0","1","0","0.000001","0.00005","length","1","false","0","passive","warning","true","/scratch/alpine/migi8081/augmorph/runs/Nov13_06-32-16_bgpu-curc2.rc.int.colorado.edu","false","true","500","steps","linear","1","20","-1","0","299637760","t5","","false","0","1","1","4","6","12","1","3","adamw_torch","false","/scratch/alpine/migi8081/augmorph/","false","false","false","0","-1","8","8","true","false","false","<PUSH_TO_HUB_TOKEN>","1","last","128","32","false","true","1","[""comet_ml"",""neptune"",""wandb""]","true","false","true","false","/scratch/alpine/migi8081/augmorph/","false","false","true","500","steps","42","true","false","1","false","false","false","ByT5Tokenizer","50","1","false","false","false","curriculum","5000","4.44.2","1","false","true","false","false","false","false","384","0","0","0","93fdb6d4599cbcb36cac203a4df40df6ebc08ff6","2024-11-13T13:18:26.000Z","","925","https://github.com/lecs-lab/augmorph/tree/93fdb6d4599cbcb36cac203a4df40df6ebc08ff6","","2024-11-13T13:33:51.000Z","bgpu-curc2.rc.int.colorado.edu","","nbp8t5yz","-","NVIDIA A100-PCIE-40GB","1","finished","","2024-11-13T13:33:51.000Z","","0.6665722290674846","1","11.933787638370108","37.06852319930342","0.7118110060691833","0.0045","65.6371","16.21","2.026","11.933787638370108","37.06852319930342","0.7118110060691833","0.0045","65.6371","16.21","2.026","0.6760747777788263",""
"hopeful-sun-652","true","true","false","false","true","1.3857877254486084","1","10.963620808658831","37.3681295445297","0.676713764667511","0.0046","123.4808","8.617","1.077","10.963620808658831","37.3681295445297","0.676713764667511","0.0046","123.4808","8.617","1.077","4.325406074523926","0.6493925889333089","0","10.963620808658831","37.3681295445297","0.676713764667511","0.0046","123.4808","8.617","1.077","10.963620808658831","37.3681295445297","0.676713764667511","0.0046","123.4808","8.617","1.077","0.6907687361041704","google/byt5-small","true","false","false","true","false","0.9","0.999","1e-8","false","[""T5ForConditionalGeneration""]","false","false","false","false","0","0","3584","64","1472","false","0","false","true","1800","[]","0","gelu_new","usp->esp","false","0","false","false","false","false","0.1","false","0","1","250","0","true","false","no","false","gated-gelu","false","auto","false","O1","[]","0","false","false","false","0","false","1024","1","false","false","auto","false","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","false","false","false","1","false","true","true","false","0","1","0","0.000001","0.00005","length","1","false","0","passive","warning","true","/scratch/alpine/migi8081/augmorph/runs/Nov13_06-14-55_bgpu-curc2.rc.int.colorado.edu","false","true","500","steps","linear","1","20","-1","0","299637760","t5","","false","0","1","1","4","6","12","1","3","adamw_torch","false","/scratch/alpine/migi8081/augmorph/","false","false","false","0","-1","8","8","true","false","false","<PUSH_TO_HUB_TOKEN>","0","last","128","32","false","true","1","[""comet_ml"",""neptune"",""wandb""]","true","false","true","false","/scratch/alpine/migi8081/augmorph/","false","false","true","500","steps","42","true","false","1","false","false","false","ByT5Tokenizer","50","1","false","false","false","curriculum","5000","4.44.2","1","false","true","false","false","false","false","384","0","0","0","93fdb6d4599cbcb36cac203a4df40df6ebc08ff6","2024-11-13T13:01:07.000Z","","1029","https://github.com/lecs-lab/augmorph/tree/93fdb6d4599cbcb36cac203a4df40df6ebc08ff6","","2024-11-13T13:18:16.000Z","bgpu-curc2.rc.int.colorado.edu","","6y9tchb9","-","NVIDIA A100-PCIE-40GB","1","finished","","2024-11-13T13:18:16.000Z","","0.6493925889333089","1","10.963620808658831","37.3681295445297","0.676713764667511","0.0046","123.4808","8.617","1.077","10.963620808658831","37.3681295445297","0.676713764667511","0.0046","123.4808","8.617","1.077","0.694775010410108",""
"polar-smoke-651","true","true","false","false","true","1.7861533164978027","1","10.179464576804424","32.7417851696792","1.2557083368301392","0.0045","62.7198","16.964","2.121","10.179464576804424","32.7417851696792","1.2557083368301392","0.0045","62.7198","16.964","2.121","4.219552516937256","0.9743118127187091","0","10.179464576804424","32.7417851696792","1.2557083368301392","0.0045","62.7198","16.964","2.121","10.179464576804424","32.7417851696792","1.2557083368301392","0.0045","62.7198","16.964","2.121","0.30414824699983","google/byt5-small","true","false","false","true","false","0.9","0.999","1e-8","false","[""T5ForConditionalGeneration""]","false","false","false","false","0","0","3584","64","1472","false","0","false","true","1800","[]","0","gelu_new","usp->esp","false","0","false","false","false","false","0.1","false","0","1","250","0","true","false","no","false","gated-gelu","false","auto","false","O1","[]","0","false","false","false","0","false","1024","1","false","false","auto","false","false","every_save","<HUB_TOKEN>","LABEL_0","LABEL_1","false","false","false","false","1","false","true","true","false","0","1","0","0.000001","0.00005","length","1","false","0","passive","warning","true","/scratch/alpine/migi8081/augmorph/runs/Nov13_05-59-23_bgpu-curc2.rc.int.colorado.edu","false","true","500","steps","linear","1","20","-1","0","299637760","t5","","false","0","1","1","4","6","12","1","3","adamw_torch","false","/scratch/alpine/migi8081/augmorph/","false","false","false","0","-1","8","8","true","false","false","<PUSH_TO_HUB_TOKEN>","2","last","128","32","false","true","1","[""comet_ml"",""neptune"",""wandb""]","true","false","true","false","/scratch/alpine/migi8081/augmorph/","false","false","true","500","steps","42","true","false","1","false","false","false","ByT5Tokenizer","50","1","false","false","false","curriculum","1000","4.44.2","1","false","true","false","false","false","false","384","0","0","0","93fdb6d4599cbcb36cac203a4df40df6ebc08ff6","2024-11-13T12:46:55.000Z","","836","https://github.com/lecs-lab/augmorph/tree/93fdb6d4599cbcb36cac203a4df40df6ebc08ff6","","2024-11-13T13:00:51.000Z","bgpu-curc2.rc.int.colorado.edu","","y5es287r","-","NVIDIA A100-PCIE-40GB","1","finished","","2024-11-13T13:00:51.000Z","","1.2977253993352251","1","10.179464576804424","32.7417851696792","1.2557083368301392","0.0045","62.7198","16.964","2.121","10.179464576804424","32.7417851696792","1.2557083368301392","0.0045","62.7198","16.964","2.121","0.3337864237172263",""
